sample	celltype
X1772096100_D08	oligos
X1772096140_C10	oligos
X1772096133_F12	oligos
X1772096135_H06	oligos
X1772084021_B09	oligos
X1772096132_A06	oligos
X1772084021_B03	oligos
X1772096097_H10	oligos
X1772096132_G09	oligos
X1772084017_C10	oligos
X1772075317_B12	oligos
X1772089195_C10	oligos
X1772096165_A04	oligos
X1772096100_C12	oligos
X1772096141_F07	oligos
X1772084021_G04	oligos
X1772096138_F05	oligos
X1772096165_E04	oligos
X1772096133_D12	oligos
X1772096172_C04	oligos
X1772096136_E07	oligos
X1772096100_B05	oligos
X1772096100_C09	oligos
X1772096133_A12	oligos
X1772096141_C09	oligos
X1772096173_D08	oligos
X1772096103_C11	oligos
X1772096162_B03	oligos
X1772096103_G03	oligos
X1772096162_D08	oligos
X1772078019_D10	oligos
X1772096101_D01	oligos
X1772096141_E01	oligos
X1772096141_F08	oligos
X1772096141_E06	oligos
X1772096135_A01	oligos
X1772096168_B12	oligos
X1772096141_D01	oligos
X1772078030_C02	oligos
X1772075304_D02	oligos
X1772092012_B07	oligos
X1772089194_C02	oligos
X1772078022_G04	oligos
X1772096136_C05	oligos
X1772089186_F02	oligos
X1772089194_B08	oligos
X1772096135_A08	oligos
X1772096135_C04	oligos
X1772096103_E03	oligos
X1772096165_G09	oligos
X1772096141_C02	oligos
X1772096140_F10	oligos
X1772096165_G04	oligos
X1772096132_D06	oligos
X1772096103_C03	oligos
X1772096102_A01	oligos
X1772096141_G03	oligos
X1772096103_B07	oligos
X1772096138_B05	oligos
X1772078030_C01	oligos
X1772096135_F08	oligos
X1772092009_F03	oligos
X1772078030_E01	oligos
X1772089195_D03	oligos
X1772092004_D11	oligos
X1772096100_B08	oligos
X1772096136_B06	oligos
X1772096101_B04	oligos
X1772089194_B07	oligos
X1772089190_H04	oligos
X1772078014_F12	oligos
X1772078019_D07	oligos
X1772084017_H04	oligos
X1772096096_C10	oligos
X1772096126_A09	oligos
X1772078029_B08	oligos
X1772075317_A06	oligos
X1772096126_G02	oligos
X1772096171_E01	oligos
X1772096134_H10	oligos
X1772096135_D07	oligos
X1772096168_B05	oligos
X1772096141_E02	oligos
X1772096141_B07	oligos
X1772084017_F11	oligos
X1772096134_E11	oligos
X1772078016_E03	oligos
X1772089195_B02	oligos
X1772075304_B08	oligos
X1772078019_C12	oligos
X1772089186_E09	oligos
X1772096136_A06	oligos
X1772096144_C08	oligos
X1772096101_E06	oligos
X1772096144_E09	oligos
X1772096136_D11	oligos
X1772096140_A01	oligos
X1772084017_F07	oligos
X1772084017_A01	oligos
X1772096135_B11	oligos
X1772075317_E03	oligos
X1772096101_E05	oligos
X1772096103_A07	oligos
X1772096103_G08	oligos
X1772096103_A10	oligos
X1772096138_G06	oligos
X1772096138_D12	oligos
X1772096140_B04	oligos
X1772096141_C01	oligos
X1772096141_A03	oligos
X1772096165_B09	oligos
X1772096165_E09	oligos
X1772096171_F09	oligos
X1772096128_G05	oligos
X1772096138_A08	oligos
X1772096136_D07	oligos
X1772096102_D08	oligos
X1772096133_G06	oligos
X1772089195_B12	oligos
X1772096134_E06	oligos
X1772096097_C12	oligos
X1772096138_F12	oligos
X1772096139_C10	oligos
X1772096141_A02	oligos
X1772096134_E02	oligos
X1772096101_C12	oligos
X1772078030_F12	oligos
X1772096141_E09	oligos
X1772096101_D12	oligos
X1772089194_H03	oligos
X1772096139_A04	oligos
X1772078031_C08	oligos
X1772075304_D01	oligos
X1772078029_D11	oligos
X1772089190_B04	oligos
X1772096135_C11	oligos
X1772096139_E06	oligos
X1772078030_A02	oligos
X1772075304_D08	oligos
X1772075305_E10	oligos
X1772078029_F11	oligos
X1772084017_F04	oligos
X1772096139_D06	oligos
X1772096140_D02	oligos
X1772096139_D03	oligos
X1772096144_B04	oligos
X1772096138_B04	oligos
X1772075304_C03	oligos
X1772096126_B12	oligos
X1772075317_H08	oligos
X1772084017_D05	oligos
X1772096138_C09	oligos
X1772096100_E06	oligos
X1772096133_A02	oligos
X1772084021_H05	oligos
X1772096132_C09	oligos
X1772084014_B09	oligos
X1772096140_E11	oligos
X1772096132_F04	oligos
X1772084020_C10	oligos
X1772096103_B09	oligos
X1772096162_E02	oligos
X1772096132_B11	oligos
X1772096136_A11	oligos
X1772078017_B05	oligos
X1772096102_A06	oligos
X1772089194_F03	oligos
X1772096132_D08	oligos
X1772096099_C07	oligos
X1772096136_B11	oligos
X1772096168_F12	oligos
X1772096102_F01	oligos
X1772096136_E05	oligos
X1772089187_A10	oligos
X1772096100_B09	oligos
X1772096141_D02	oligos
X1772092011_B11	oligos
X1772096135_B08	oligos
X1772096139_C05	oligos
X1772096135_C08	oligos
X1772096101_E12	oligos
X1772096135_H12	oligos
X1772096141_D07	oligos
X1772096103_C07	oligos
X1772096140_F02	oligos
X1772096103_F06	oligos
X1772096101_F11	oligos
X1772084021_F04	oligos
X1772084021_D05	oligos
X1772096144_D04	oligos
X1772096173_C09	oligos
X1772096132_E09	oligos
X1772084021_D12	oligos
X1772096172_B03	oligos
X1772096141_C03	oligos
X1772096172_D06	oligos
X1772089196_G08	oligos
X1772096172_A09	oligos
X1772075305_H05	oligos
X1772078028_C04	oligos
X1772075304_B10	oligos
X1772075304_G01	oligos
X1772084014_F08	oligos
X1772096140_H06	oligos
X1772096138_A02	oligos
X1772096126_C04	oligos
X1772096138_B03	oligos
X1772084021_G09	oligos
X1772089194_A08	oligos
X1772089194_C01	oligos
X1772078030_G11	oligos
X1772078030_G06	oligos
X1772092009_F02	oligos
X1772092013_F04	oligos
X1772092013_A09	oligos
X1772075305_D07	oligos
X1772078031_C06	oligos
X1772078030_D11	oligos
X1772092012_G03	oligos
X1772078016_G03	oligos
X1772075305_A11	oligos
X1772075317_G04	oligos
X1772078014_H08	oligos
X1772078014_C10	oligos
X1772078014_C11	oligos
X1772078019_A03	oligos
X1772092011_G05	oligos
X1772089188_G04	oligos
X1772089187_E12	oligos
X1772096126_A12	oligos
X1772096096_D12	oligos
X1772096099_B04	oligos
X1772096099_C04	oligos
X1772096099_D04	oligos
X1772096099_B05	oligos
X1772096099_H09	oligos
X1772096100_H11	oligos
X1772096100_H12	oligos
X1772096101_B11	oligos
X1772096101_D11	oligos
X1772096103_A05	oligos
X1772096103_D07	oligos
X1772096103_E07	oligos
X1772096103_F08	oligos
X1772096103_D12	oligos
X1772096132_A03	oligos
X1772096132_E04	oligos
X1772096132_D11	oligos
X1772096132_F12	oligos
X1772096133_B09	oligos
X1772096133_D10	oligos
X1772096134_H11	oligos
X1772096136_H03	oligos
X1772096136_C11	oligos
X1772096139_C04	oligos
X1772096140_F04	oligos
X1772096140_A06	oligos
X1772096140_F08	oligos
X1772096141_C04	oligos
X1772096141_F10	oligos
X1772096162_H01	oligos
X1772096162_D06	oligos
X1772096162_A08	oligos
X1772096162_D12	oligos
X1772096165_A01	oligos
X1772096165_A05	oligos
X1772096168_D04	oligos
X1772096171_F04	oligos
X1772096172_E03	oligos
X1772096172_C09	oligos
X1772096172_E11	oligos
X1772096173_B08	oligos
X1772096173_A09	oligos
X1772096128_B02	oligos
X1772096128_C03	oligos
X1772096128_C04	oligos
X1772096175_C01	oligos
X1772096175_A06	oligos
X1772084020_D05	oligos
X1772084020_A06	oligos
X1772084014_D01	oligos
X1772084021_B05	oligos
X1772084021_E11	oligos
X1772089190_E04	oligos
X1772078022_D06	oligos
X1772092008_E12	oligos
X1772092008_F01	oligos
X1772092009_D06	oligos
X1772078016_H02	oligos
X1772078030_C11	oligos
X1772092013_H02	oligos
X1772078017_E02	oligos
X1772089194_A07	oligos
X1772089195_E06	oligos
X1772089195_H06	oligos
X1772078016_G12	oligos
X1772096101_C07	oligos
X1772089190_H06	oligos
X1772078017_D12	oligos
X1772089190_A11	oligos
X1772078016_A12	oligos
X1772075304_B12	oligos
X1772089190_G02	oligos
X1772075305_F11	oligos
X1772089196_D02	oligos
X1772078028_F06	oligos
X1772078016_B02	oligos
X1772075305_F07	oligos
X1772096139_D11	oligos
X1772075304_A09	oligos
X1772075304_F09	oligos
X1772075304_B07	oligos
X1772075304_C01	oligos
X1772078030_G01	oligos
X1772096168_C12	oligos
X1772075305_G12	oligos
X1772075305_F04	oligos
X1772089186_B05	oligos
X1772092005_C03	oligos
X1772089186_E11	oligos
X1772078016_H12	oligos
X1772089186_A04	oligos
X1772078017_C12	oligos
X1772078017_E03	oligos
X1772092008_G04	oligos
X1772092008_G03	oligos
X1772092012_F04	oligos
X1772075304_C09	oligos
X1772078017_E05	oligos
X1772092012_E07	oligos
X1772092008_A12	oligos
X1772078017_F01	oligos
X1772078017_H06	oligos
X1772092012_E09	oligos
X1772075304_B09	oligos
X1772092012_B01	oligos
X1772096136_A03	oligos
X1772078013_D09	oligos
X1772075305_E04	oligos
X1772075305_G05	oligos
X1772089196_E09	oligos
X1772075304_E12	oligos
X1772075305_B05	oligos
X1772078013_A10	oligos
X1772089196_A05	oligos
X1772096136_F05	oligos
X1772096132_F02	oligos
X1772075309_G08	oligos
X1772096173_C02	oligos
X1772096135_D06	oligos
X1772096099_C02	oligos
X1772078030_F07	oligos
X1772096101_B07	oligos
X1772078016_C06	oligos
X1772096135_B03	oligos
X1772089194_A02	oligos
X1772092010_C04	oligos
X1772078023_B11	oligos
X1772078018_H03	oligos
X1772096135_F02	oligos
X1772089194_B03	oligos
X1772078013_B08	oligos
X1772096168_F11	oligos
X1772092010_H12	oligos
X1772096138_A12	oligos
X1772078017_G04	oligos
X1772078022_C06	oligos
X1772096140_C11	oligos
X1772089195_C02	oligos
X1772092010_H10	oligos
X1772096168_C07	oligos
X1772058147_A06	oligos
X1772075305_C04	oligos
X1772075305_H11	oligos
X1772075310_A09	oligos
X1772075310_D09	oligos
X1772078029_E06	oligos
X1772078013_B02	oligos
X1772078014_H04	oligos
X1772078016_B03	oligos
X1772078016_A08	oligos
X1772078019_B04	oligos
X1772078019_H05	oligos
X1772078019_A08	oligos
X1772092009_E01	oligos
X1772092009_E04	oligos
X1772092010_H06	oligos
X1772092010_E07	oligos
X1772092011_G10	oligos
X1772089194_C03	oligos
X1772089194_E05	oligos
X1772089195_H05	oligos
X1772089188_A05	oligos
X1772089188_B11	oligos
X1772089186_F03	oligos
X1772089187_E01	oligos
X1772092005_B01	oligos
X1772096126_D08	oligos
X1772096126_H11	oligos
X1772096096_D04	oligos
X1772096096_D11	oligos
X1772096096_A12	oligos
X1772096097_A02	oligos
X1772096099_B01	oligos
X1772096099_C01	oligos
X1772096099_B02	oligos
X1772096099_D02	oligos
X1772096100_A05	oligos
X1772096100_G05	oligos
X1772096100_E10	oligos
X1772096100_E11	oligos
X1772096100_E12	oligos
X1772096101_H02	oligos
X1772096101_C05	oligos
X1772096101_D08	oligos
X1772096101_F10	oligos
X1772096102_H02	oligos
X1772096103_A03	oligos
X1772096103_D05	oligos
X1772096103_C06	oligos
X1772096103_F07	oligos
X1772096132_G10	oligos
X1772096135_E05	oligos
X1772096135_B07	oligos
X1772096135_H11	oligos
X1772096133_E08	oligos
X1772096133_C09	oligos
X1772096136_B01	oligos
X1772096138_B02	oligos
X1772096138_A03	oligos
X1772096138_A05	oligos
X1772096138_G07	oligos
X1772096138_D09	oligos
X1772096138_A10	oligos
X1772096139_B05	oligos
X1772096139_C11	oligos
X1772096140_D04	oligos
X1772096140_D05	oligos
X1772096140_D12	oligos
X1772096141_A04	oligos
X1772096141_A05	oligos
X1772096141_E10	oligos
X1772096141_B12	oligos
X1772096144_G03	oligos
X1772096162_B04	oligos
X1772096162_C07	oligos
X1772096162_H12	oligos
X1772096165_D06	oligos
X1772096168_D08	oligos
X1772096171_G05	oligos
X1772096171_G06	oligos
X1772096171_H11	oligos
X1772096171_C12	oligos
X1772096128_H12	oligos
X1772096145_A04	oligos
X1772096145_D04	oligos
X1772096145_E10	oligos
X1772084020_B02	oligos
X1772084020_H05	oligos
X1772084020_E06	oligos
X1772084020_F08	oligos
X1772084020_F11	oligos
X1772084014_B11	oligos
X1772084017_B02	oligos
X1772084017_C12	oligos
X1772084021_E04	oligos
X1772092013_E10	oligos
X1772078029_D03	oligos
X1772075304_G11	oligos
X1772075304_F07	oligos
X1772078031_H01	oligos
X1772089190_G05	oligos
X1772078016_G01	oligos
X1772075304_F12	oligos
X1772084017_H12	oligos
X1772078013_B03	oligos
X1772075304_C12	oligos
X1772092008_B12	oligos
X1772089195_G06	oligos
X1772096102_E06	oligos
X1772078028_D12	oligos
X1772078029_B01	oligos
X1772096097_F06	oligos
X1772096096_B04	oligos
X1772075310_H10	oligos
X1772075310_G09	oligos
X1772096168_C05	oligos
X1772096100_F04	oligos
X1772096102_D12	oligos
X1772078030_F08	oligos
X1772096168_H06	oligos
X1772078030_B08	oligos
X1772092008_F11	oligos
X1772075310_E11	oligos
X1772096134_G02	oligos
X1772078028_E04	oligos
X1772096136_F04	oligos
X1772078018_E10	oligos
X1772078022_B01	oligos
X1772078019_E12	oligos
X1772096136_A05	oligos
X1772089194_C05	oligos
X1772096168_A12	oligos
X1772096168_H04	oligos
X1772092008_C04	oligos
X1772078013_G07	oligos
X1772078018_A06	oligos
X1772075305_A02	oligos
X1772075304_C08	oligos
X1772096133_B12	oligos
X1772092008_A07	oligos
X1772078018_C01	oligos
X1772078028_G11	oligos
X1772089194_C11	oligos
X1772078018_E05	oligos
X1772096126_D11	oligos
X1772096136_A02	oligos
X1772078031_G01	oligos
X1772084017_F03	oligos
X1772078030_B03	oligos
X1772078017_F05	oligos
X1772078029_G10	oligos
X1772089194_F05	oligos
X1772089190_E12	oligos
X1772092008_E03	oligos
X1772092012_A02	oligos
X1772078013_G10	oligos
X1772075304_H11	oligos
X1772075305_F06	oligos
X1772075304_A10	oligos
X1772078030_B04	oligos
X1772075305_F03	oligos
X1772078030_E11	oligos
X1772092013_C08	oligos
X1772075304_F01	oligos
X1772078016_C04	oligos
X1772078022_H03	oligos
X1772078013_D04	oligos
X1772075304_E03	oligos
X1772078013_C06	oligos
X1772075317_A09	oligos
X1772096136_C09	oligos
X1772075305_B10	oligos
X1772078028_H10	oligos
X1772078014_D04	oligos
X1772078017_H10	oligos
X1772092013_F09	oligos
X1772092008_B05	oligos
X1772092011_D09	oligos
X1772089196_B01	oligos
X1772096162_E04	oligos
X1772096144_D12	oligos
X1772075317_C03	oligos
X1772075310_F09	oligos
X1772078016_H10	oligos
X1772078022_D02	oligos
X1772089190_D01	oligos
X1772092005_E04	oligos
X1772096128_H06	oligos
X1772078014_A05	oligos
X1772078016_E09	oligos
X1772078018_B09	oligos
X1772089195_B04	oligos
X1772096097_C05	oligos
X1772096133_C11	oligos
X1772078030_B01	oligos
X1772096132_B04	oligos
X1772078030_A04	oligos
X1772078030_E04	oligos
X1772078030_B06	oligos
X1772078030_C12	oligos
X1772078013_E10	oligos
X1772078017_E11	oligos
X1772078022_B03	oligos
X1772092012_G05	oligos
X1772092013_H04	oligos
X1772092013_C05	oligos
X1772089195_D12	oligos
X1772089187_C03	oligos
X1772092005_D05	oligos
X1772092005_B08	oligos
X1772096138_D06	oligos
X1772096101_B10	oligos
X1772078013_E09	oligos
X1772092008_C02	oligos
X1772089190_A04	oligos
X1772078013_E04	oligos
X1772078017_G12	oligos
X1772078030_C04	oligos
X1772078030_E06	oligos
X1772078030_F06	oligos
X1772078017_G06	oligos
X1772089194_E04	oligos
X1772089194_F08	oligos
X1772089195_C09	oligos
X1772089196_H02	oligos
X1772096101_C08	oligos
X1772089196_A09	oligos
X1772078018_H08	oligos
X1772078016_D12	oligos
X1772078022_B08	oligos
X1772078017_F12	oligos
X1772075317_G08	oligos
X1772075317_G02	oligos
X1772075310_D10	oligos
X1772096168_E10	oligos
X1772078031_D07	oligos
X1772078017_B09	oligos
X1772096103_C05	oligos
X1772092012_F11	oligos
X1772078013_G02	oligos
X1772078014_B06	oligos
X1772078029_E12	oligos
X1772078014_H03	oligos
X1772096158_G07	oligos
X1772096141_G09	oligos
X1772089194_A01	oligos
X1772075310_D08	oligos
X1772078030_F01	oligos
X1772078030_F11	oligos
X1772078013_C07	oligos
X1772078014_G06	oligos
X1772078018_B07	oligos
X1772078018_B10	oligos
X1772078018_G11	oligos
X1772092008_H02	oligos
X1772089196_G03	oligos
X1772089190_F11	oligos
X1772089187_B06	oligos
X1772092004_C01	oligos
X1772096100_B10	oligos
X1772092008_E04	oligos
X1772096132_B06	oligos
X1772078018_A11	oligos
X1772075305_B03	oligos
X1772078017_E06	oligos
X1772089194_H04	oligos
X1772092012_B06	oligos
X1772096136_C06	oligos
X1772089186_B01	oligos
X1772078031_H12	oligos
X1772089186_C06	oligos
X1772089190_B07	oligos
X1772078017_D04	oligos
X1772078017_F11	oligos
X1772089190_C04	oligos
X1772089194_G12	oligos
X1772078031_G07	oligos
X1772078028_B11	oligos
X1772089188_C06	oligos
X1772092012_C09	oligos
X1772078014_A08	oligos
X1772078013_C08	oligos
X1772075317_F08	oligos
X1772075310_D02	oligos
X1772075310_C09	oligos
X1772078028_B06	oligos
X1772078028_G08	oligos
X1772078029_B07	oligos
X1772078029_A10	oligos
X1772078029_A12	oligos
X1772078030_B05	oligos
X1772078013_A01	oligos
X1772078013_A05	oligos
X1772078014_B04	oligos
X1772078016_F01	oligos
X1772078016_H03	oligos
X1772078016_G08	oligos
X1772078017_F10	oligos
X1772078018_C05	oligos
X1772078018_B06	oligos
X1772078023_B08	oligos
X1772078023_D10	oligos
X1772092008_D03	oligos
X1772092009_F07	oligos
X1772092009_A10	oligos
X1772092010_E01	oligos
X1772092010_A03	oligos
X1772092010_D11	oligos
X1772092011_B07	oligos
X1772089194_A03	oligos
X1772089194_D12	oligos
X1772089195_B10	oligos
X1772089190_G06	oligos
X1772089188_B10	oligos
X1772089188_H10	oligos
X1772089186_D09	oligos
X1772089187_A03	oligos
X1772096158_A07	oligos
X1772096096_F06	oligos
X1772096096_E10	oligos
X1772096096_H12	oligos
X1772096097_D08	oligos
X1772096099_E02	oligos
X1772096099_A04	oligos
X1772096099_A10	oligos
X1772096099_B12	oligos
X1772096100_D03	oligos
X1772096100_F05	oligos
X1772096100_A10	oligos
X1772096101_A04	oligos
X1772096101_G04	oligos
X1772096101_D05	oligos
X1772096101_E11	oligos
X1772096102_B02	oligos
X1772096102_H04	oligos
X1772096103_B06	oligos
X1772096103_E08	oligos
X1772096132_G01	oligos
X1772096132_G05	oligos
X1772096132_H06	oligos
X1772096132_E07	oligos
X1772096132_B08	oligos
X1772096132_A09	oligos
X1772096135_A07	oligos
X1772096135_E08	oligos
X1772096133_A04	oligos
X1772096136_H01	oligos
X1772096136_D04	oligos
X1772096136_E06	oligos
X1772096136_D12	oligos
X1772096138_H02	oligos
X1772096141_B04	oligos
X1772096141_C10	oligos
X1772096141_D12	oligos
X1772096162_B06	oligos
X1772096162_C08	oligos
X1772096162_E09	oligos
X1772096162_G09	oligos
X1772096162_D10	oligos
X1772096162_E12	oligos
X1772096165_A10	oligos
X1772096165_B11	oligos
X1772096168_A11	oligos
X1772096171_D03	oligos
X1772096171_A04	oligos
X1772096171_D11	oligos
X1772096171_B12	oligos
X1772096128_B10	oligos
X1772096131_A08	oligos
X1772096145_E12	oligos
X1772096175_B12	oligos
X1772096175_C12	oligos
X1772084020_B10	oligos
X1772084021_B07	oligos
X1772084021_C08	oligos
X1772058147_C05	oligos
X1772075310_E03	oligos
X1772075310_H08	oligos
X1772078029_B06	oligos
X1772078029_H10	oligos
X1772078013_C04	oligos
X1772078014_C01	oligos
X1772078014_H02	oligos
X1772078014_B10	oligos
X1772078016_D03	oligos
X1772078022_F11	oligos
X1772078023_B03	oligos
X1772092012_A04	oligos
X1772092009_D09	oligos
X1772092009_D10	oligos
X1772092009_B12	oligos
X1772092010_E03	oligos
X1772092010_C05	oligos
X1772092010_D12	oligos
X1772089195_A04	oligos
X1772089196_E11	oligos
X1772089188_D10	oligos
X1772089188_C12	oligos
X1772092005_G12	oligos
X1772096127_D12	oligos
X1772096096_B09	oligos
X1772096099_A02	oligos
X1772096099_D10	oligos
X1772096099_H11	oligos
X1772096099_E12	oligos
X1772096100_G02	oligos
X1772096101_A10	oligos
X1772096102_H06	oligos
X1772096103_D02	oligos
X1772096103_C04	oligos
X1772096103_H05	oligos
X1772096103_E06	oligos
X1772096103_D09	oligos
X1772096103_D11	oligos
X1772096103_G11	oligos
X1772096103_H12	oligos
X1772096132_B02	oligos
X1772096132_C04	oligos
X1772096132_G04	oligos
X1772096132_H04	oligos
X1772096132_H05	oligos
X1772096132_G06	oligos
X1772096132_E08	oligos
X1772096132_D10	oligos
X1772096132_D12	oligos
X1772096135_C10	oligos
X1772096133_C04	oligos
X1772096133_F10	oligos
X1772096134_A01	oligos
X1772096134_E01	oligos
X1772096136_C04	oligos
X1772096136_D05	oligos
X1772096136_B09	oligos
X1772096138_H05	oligos
X1772096138_C11	oligos
X1772096138_F11	oligos
X1772096140_C12	oligos
X1772096140_G12	oligos
X1772096144_E12	oligos
X1772096162_C01	oligos
X1772096162_D03	oligos
X1772096162_C10	oligos
X1772096162_F12	oligos
X1772096165_F01	oligos
X1772096165_E08	oligos
X1772096171_B05	oligos
X1772096171_A06	oligos
X1772096171_E09	oligos
X1772096172_A02	oligos
X1772096172_G08	oligos
X1772096173_D04	oligos
X1772096128_G09	oligos
X1772096128_C11	oligos
X1772096145_D01	oligos
X1772096145_E07	oligos
X1772078018_E02	oligos
X1772096126_H12	oligos
X1772096097_E10	oligos
X1772096134_C04	oligos
X1772096144_H06	oligos
X1772089195_E05	oligos
X1772078017_F03	oligos
X1772078028_F05	oligos
X1772092012_D12	oligos
X1772089194_E10	oligos
X1772089195_A07	oligos
X1772089190_F10	oligos
X1772092005_B06	oligos
X1772096100_C10	oligos
X1772096132_H10	oligos
X1772096136_C12	oligos
X1772096168_G10	oligos
X1772092004_E11	astrocytes
X1772092012_H05	astrocytes
X1772096126_F06	astrocytes
X1772089187_A07	astrocytes
X1772089186_C07	astrocytes
X1772089194_H06	astrocytes
X1772089187_D12	astrocytes
X1772075305_B04	astrocytes
X1772078029_G11	astrocytes
X1772089186_C01	astrocytes
X1772096173_F06	astrocytes
X1772096173_A05	astrocytes
X1772078022_H05	astrocytes
X1772075310_E10	astrocytes
X1772096138_B10	astrocytes
X1772096131_E12	astrocytes
X1772089196_G01	astrocytes
X1772092004_D08	astrocytes
X1772089190_B02	astrocytes
X1772092012_D11	astrocytes
X1772078013_C12	astrocytes
X1772092013_A05	astrocytes
X1772092013_C04	astrocytes
X1772078022_C11	astrocytes
X1772096140_F12	astrocytes
X1772089186_G09	astrocytes
X1772092012_G09	astrocytes
X1772092013_C10	astrocytes
X1772092012_C11	astrocytes
X1772096097_G01	astrocytes
X1772089190_D11	astrocytes
X1772078023_C05	astrocytes
X1772092012_E06	astrocytes
X1772092013_C02	astrocytes
X1772078017_E01	astrocytes
X1772092013_A01	astrocytes
X1772092013_F08	astrocytes
X1772075305_C07	astrocytes
X1772078023_B07	astrocytes
X1772092013_B02	astrocytes
X1772092012_A12	astrocytes
X1772092013_F02	astrocytes
X1772092012_F08	astrocytes
X1772078030_A07	astrocytes
X1772092012_C04	astrocytes
X1772089190_C12	astrocytes
X1772078017_E12	astrocytes
X1772078018_G04	astrocytes
X1772096100_F10	astrocytes
X1772096101_D06	astrocytes
X1772096138_C10	astrocytes
X1772096141_C06	astrocytes
X1772096171_D06	astrocytes
X1772084014_B10	astrocytes
X1772092004_E02	astrocytes
X1772084014_C06	astrocytes
X1772078022_C08	astrocytes
X1772096136_F01	astrocytes
X1772089188_B04	astrocytes
X1772096171_F07	astrocytes
X1772078022_D05	astrocytes
X1772084014_B04	astrocytes
X1772092004_A06	astrocytes
X1772075304_F05	astrocytes
